□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□
# BTSB bench test - dual thermocouple log
# TC1 = HOT plate, TC2 = COLD plate, temps in deg C
# Hard limit 120 C on TC1 - cut power if ALARM appears
time_s,T1_hot_C,T2_cold_C,delta_C
1458.1,87.75,85.75,2.00
1459.1,87.00,86.25,0.75
1460.1,88.00,86.25,1.75
1461.1,87.50,86.25,1.25
1462.1,87.50,86.50,1.00
1463.2,87.50,86.25,1.25
1464.2,87.50,86.00,1.50
1465.2,88.00,85.75,2.25
1466.2,87.50,86.00,1.50
1467.2,87.75,85.75,2.00
1468.2,87.75,86.25,1.50
1469.2,87.00,86.25,0.75
1470.2,87.25,86.25,1.00
1471.2,87.75,86.25,1.50
1472.2,87.50,85.50,2.00
1473.2,87.50,86.00,1.50
1474.2,87.50,85.75,1.75
1475.2,87.75,86.25,1.50
1476.2,87.25,86.50,0.75
1477.2,87.50,86.50,1.00
1478.2,87.50,86.75,0.75
1479.2,87.75,86.25,1.50
1480.2,87.25,86.50,0.75
1481.2,87.75,86.50,1.25
1482.2,87.50,86.25,1.25
1483.2,87.75,86.50,1.25
1484.2,87.25,86.50,0.75
1485.2,87.25,86.50,0.75
1486.2,87.25,86.25,1.00
1487.2,87.00,86.25,0.75
1488.2,86.50,86.25,0.25
1489.2,87.50,86.75,0.75
1490.2,87.50,86.25,1.25
1491.2,87.00,86.25,0.75
1492.2,87.25,86.50,0.75
1493.2,87.25,86.50,0.75
1494.2,86.75,86.25,0.50
1495.2,87.25,86.25,1.00
1496.2,87.25,86.75,0.50
1497.2,87.25,86.25,1.00
1498.2,87.00,86.50,0.50
1499.3,87.25,86.50,0.75
1500.3,87.25,86.50,0.75
1501.3,87.25,86.50,0.75
1502.3,86.75,85.75,1.00
1503.3,87.25,86.50,0.75
1504.3,86.75,86.50,0.25
1505.3,87.00,86.75,0.25
1506.3,86.50,86.75,-0.25
1507.3,87.00,86.50,0.50
1508.3,86.75,86.50,0.25
1509.3,86.50,86.00,0.50
1510.3,86.75,86.50,0.25
1511.3,86.75,86.25,0.50
1512.3,87.00,86.25,0.75
1513.3,86.75,86.50,0.25
1514.3,87.00,86.75,0.25
1515.3,86.25,86.50,-0.25
1516.3,87.00,86.75,0.25
1517.3,86.75,86.50,0.25
1518.3,87.00,86.75,0.25
1519.3,86.50,86.00,0.50
1520.3,86.50,86.75,-0.25
1521.3,86.25,86.25,0.00
1522.3,86.75,86.00,0.75
1523.3,86.50,86.50,0.00
1524.3,87.00,86.50,0.50
1525.3,86.75,86.50,0.25
1526.3,86.75,86.50,0.25
1527.3,86.00,86.25,-0.25
1528.3,86.75,86.25,0.50
1529.3,86.25,86.00,0.25
1530.3,86.25,86.25,0.00
1531.3,86.75,86.00,0.75
1532.3,86.50,86.50,0.00
1533.3,86.00,86.00,0.00
1534.3,86.25,86.25,0.00
1535.3,86.00,86.00,0.00
1536.4,86.25,86.00,0.25
1537.4,86.50,86.25,0.25
1538.4,85.75,85.50,0.25
1539.4,86.00,86.00,0.00
1540.4,86.25,86.25,0.00
1541.4,85.50,85.75,-0.25
1542.4,86.00,86.00,0.00
1543.4,86.25,86.25,0.00
1544.4,86.00,86.25,-0.25
1545.4,85.50,86.25,-0.75
1546.4,86.00,86.25,-0.25
1547.4,86.25,86.25,0.00
1548.4,86.25,85.50,0.75
1549.4,85.00,85.50,-0.50
1550.4,86.00,86.25,-0.25
1551.4,85.25,85.75,-0.50
1552.4,85.75,85.50,0.25
1553.4,85.75,85.75,0.00
1554.4,85.75,85.75,0.00
1555.4,85.50,86.25,-0.75
1556.4,85.75,85.75,0.00
1557.4,85.25,86.00,-0.75
1558.4,85.25,86.00,-0.75
1559.4,85.25,85.75,-0.50
1560.4,85.50,86.00,-0.50
1561.4,85.75,85.50,0.25
1562.4,85.50,86.00,-0.50
1563.4,85.50,85.75,-0.25
1564.4,85.00,85.25,-0.25
1565.4,85.50,86.00,-0.50
1566.4,85.50,85.75,-0.25
1567.4,85.25,85.00,0.25
1568.4,85.50,85.50,0.00
1569.4,85.50,85.50,0.00
1570.4,85.50,85.25,0.25
1571.4,84.75,85.25,-0.50
1572.4,85.25,85.50,-0.25
1573.5,85.25,85.25,0.00
1574.5,85.25,85.75,-0.50
1575.5,84.75,85.75,-1.00
1576.5,84.75,85.75,-1.00
1577.5,85.25,84.75,0.50
1578.5,84.75,85.75,-1.00
1579.5,85.25,85.00,0.25
1580.5,85.00,85.25,-0.25
1581.5,84.25,85.25,-1.00
1582.5,84.75,85.50,-0.75
1583.5,84.75,85.50,-0.75
1584.5,84.75,85.50,-0.75
1585.5,84.75,85.50,-0.75
1586.5,84.75,85.00,-0.25
1587.5,84.50,85.00,-0.50
1588.5,84.50,84.75,-0.25
1589.5,84.75,85.25,-0.50
1590.5,84.25,85.00,-0.75
1591.5,84.75,84.75,0.00
1592.5,84.75,85.50,-0.75
1593.5,84.75,84.75,0.00
1594.5,84.50,85.50,-1.00
1595.5,84.25,85.25,-1.00
1596.5,84.75,85.25,-0.50
1597.5,84.00,85.25,-1.25
1598.5,84.00,85.00,-1.00
1599.5,84.25,84.75,-0.50
1600.5,84.25,84.75,-0.50
1601.5,84.75,84.50,0.25
1602.5,84.50,85.00,-0.50
1603.5,83.50,84.50,-1.00
